text,meta,spans,label,accept,_input_hash,_task_hash
Dear all potential Golden Globes/Oscars hosts: Do not start working on your -JOHN DOE-/<OTHER TARGET 3>/<OTHER TARGET 2> jokes now.,"{'tweet_id': '924961315113852930', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'Kevin Spacey', '<TARGET 3>': 'James Toback'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Harvey Weinstein'}","[{'start': 76, 'end': 86, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-60151216,-1935173713
"don't be immature and use this opportunity to attack chris, it's -JOHN DOE- who should be attacked and called out, stop it please","{'tweet_id': '929343012798418945', 'mask_map': {'<TARGET 1>': 'Andrew Kreisberg'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Andrew Kreisberg'}","[{'start': 65, 'end': 75, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-921669158,1999685190
"Much ado about nothing. If -JOHN DOE- wants criminal charges, he can pursue them. He won’t. Otherwise, there’s no sporting penalty. Just a dickhead being a dickhead. Not much you can do about it. Anybody else and they’re getting turfed out and that’s it. #Bellator","{'tweet_id': '929341634315251712', 'mask_map': {'<TARGET 1>': 'Gary Goddard'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Gary Goddard'}","[{'start': 27, 'end': 37, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-294516807,-918852433
When you’re -JOHN DOE-’s dick and he pulls you out in front of some women... URL,"{'tweet_id': '928973741169704960', 'mask_map': {'<TARGET 1>': 'Louis Ck'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Louis Ck'}","[{'start': 12, 'end': 22, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-841040083,-1617731398
"Looks like <OTHER TARGET 3>, -JOHN DOE- (who I interviewed at my old job), and IGN’s <OTHER TARGET 2>. This has become a typical Monday.","{'tweet_id': '930393536708485120', 'mask_map': {'<TARGET 1>': 'Mark Schwahn', '<TARGET 2>': 'Vince Ingenito', '<TARGET 3>': 'Tom Sizemore'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Mark Schwahn'}","[{'start': 29, 'end': 39, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1034803122,-72097295
".i mean its -JOHN DOE- tho, this smirk just groped all of us that liked the pic","{'tweet_id': '925490412390719488', 'mask_map': {'<TARGET 1>': 'Jeremy Piven'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Jeremy Piven'}","[{'start': 12, 'end': 22, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],2115830482,2097323155
Did #BethStern prevaricate about being remotely and telephonically sexually harassed? Or complicit? -JOHN DOE- Studios audition tape surfaces! URL,"{'tweet_id': '922848045305401344', 'mask_map': {'<TARGET 1>': 'James Toback'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'James Toback'}","[{'start': 100, 'end': 110, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-1377277390,2078532162
"""Hold my beer"" said a Manhattan pizza delivery driver to John Podesta, <OTHER TARGET 1>, and -JOHN DOE- as they complained about trending.","{'tweet_id': '925456893618860032', 'mask_map': {'<TARGET 1>': 'Andy Dick', '<TARGET 2>': 'Kevin Spacey'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Kevin Spacey'}","[{'start': 93, 'end': 103, 'label': 'TARGET', 'target': '<TARGET 2>'}]",0,[0],-266318423,33905328
"Everyone stop bullying @ChristophrWood for a second, just because his character was douchebag doesn't mean he was. -JOHN DOE-'s the bad guy. So stop pointing fingers at people who didn't do anything, oh and none at Greg Berlanti either last I check he has done nothing. URL","{'tweet_id': '929397558140485632', 'mask_map': {'<TARGET 1>': 'Andrew Kreisberg'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Andrew Kreisberg'}","[{'start': 115, 'end': 125, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1351368926,-1034636806
-JOHN DOE- was the friend you used for his N64.,"{'tweet_id': '925841598759317504', 'mask_map': {'<TARGET 1>': 'Brett Ratner'}, 'pattern_match': False, 'target_label': '<TARGET 1>', 'target': 'Brett Ratner'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],318525778,-715157907
"you could argue that that’s all -JOHN DOE- thought he was doing too, but we both know it was way worse than that. nick also has a long standing reputation for soliciting nudes from minors","{'tweet_id': '930265173302095873', 'mask_map': {'<TARGET 1>': 'Vince Ingenito'}, 'target_label': '<TARGET 1>', 'target': 'Vince Ingenito'}","[{'start': 32, 'end': 42, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-2089986198,445339813
ProgressPolls: #Polls RT ProgressPolls: VICE 'Feminist' writer -JOHN DOE- accused of violently raping women. If you became a victim of…,"{'tweet_id': '926880795888967686', 'mask_map': {'<TARGET 1>': 'Michael Hafford'}, 'target_label': '<TARGET 1>', 'target': 'Michael Hafford'}","[{'start': 63, 'end': 73, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-431520580,316216074
"-JOHN DOE- too, huh? Just light Hollywood on fire and start over","{'tweet_id': '928408930253987841', 'mask_map': {'<TARGET 1>': 'Jeffrey Tambor'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Jeffrey Tambor'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1439236149,257259342
Wonder if -JOHN DOE- will get any work done today with all the time spent deleting comments of her insta and applying for TV shows #mafsnz,"{'tweet_id': '930184521315622912', 'mask_map': {'<TARGET 1>': 'Jesse Lacey'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Jesse Lacey'}","[{'start': 10, 'end': 20, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-654055262,617479344
"-JOHN DOE-, <OTHER TARGET 3>, Harry <OTHER TARGET 1>😩. Its tight","{'tweet_id': '925768737281773568', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'Kevin Spacey', '<TARGET 3>': 'Dustin Hoffman'}, 'pattern_match': False, 'target_label': '<TARGET 2>', 'target': 'Kevin Spacey'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],1529046477,-1628919599
#-JOHN DOE- #<OTHER TARGET 1>bros #amazon #maninthehighcastle all coming together as one corrupt dickish story - who R the #<OTHER TARGET 1> parents? URL,"{'tweet_id': '918640063017185280', 'mask_map': {'<TARGET 1>': 'Ben Affleck', '<TARGET 2>': 'Roy Price'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Roy Price'}","[{'start': 1, 'end': 11, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],-613997298,-982395044
"<OTHER TARGET 3>, -JOHN DOE-, Oliver Stone and <OTHER TARGET 1> all accused and they have the nerve to bad mouth @realDonaldTrump SMH!","{'tweet_id': '919056357969612801', 'mask_map': {'<TARGET 1>': 'Ben Affleck', '<TARGET 2>': 'Harvey Weinstein', '<TARGET 3>': 'Roy Price'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Harvey Weinstein'}","[{'start': 18, 'end': 28, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],2122571830,-871973440
what should i do about TLH tho..i enjoyed the show and its going to keep going without -JOHN DOE- presumably but idk,"{'tweet_id': '921164633406353408', 'mask_map': {'<TARGET 1>': 'Chris Savino'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Chris Savino'}","[{'start': 87, 'end': 97, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1828285526,-884626763
"Also, can we agree to never mention Saturday's game or the news about Brand New's -JOHN DOE- EVER. AGAIN. k thx.","{'tweet_id': '930241319691100160', 'mask_map': {'<TARGET 1>': 'Jesse Lacey'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Jesse Lacey'}","[{'start': 82, 'end': 92, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-697097266,-1035595772
My personal hell will be watching -JOHN DOE- and Bill O'Reilly shower together for all of eternity,"{'tweet_id': '916037936516337665', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Harvey Weinstein'}","[{'start': 34, 'end': 44, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-925076489,-1387984693
"has been public about -JOHN DOE- for YEARS, why are we JUST believing her?","{'tweet_id': '925714930661249024', 'mask_map': {'<TARGET 1>': 'Brett Ratner'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Brett Ratner'}","[{'start': 22, 'end': 32, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-426344401,-1111010529
I think I may cry physical tears if the -JOHN DOE- rumours turn out to be true. Please let it not be so.....,"{'tweet_id': '926095604857622528', 'mask_map': {'<TARGET 1>': 'Dustin Hoffman'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Dustin Hoffman'}","[{'start': 40, 'end': 50, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-86753411,-328628047
🔞 2 min left and shot #158512 is still unsolved! The movie was directed by -JOHN DOE-... URL,"{'tweet_id': '920346934820384768', 'mask_map': {'<TARGET 1>': 'Lars Von Trier'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Lars Von Trier'}","[{'start': 75, 'end': 85, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],1252308852,817859656
Let's take both sides of the -JOHN DOE- accusation coin and try and make some sense of this.,"{'tweet_id': '928054393970286594', 'mask_map': {'<TARGET 1>': 'Ed Westwick'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Ed Westwick'}","[{'start': 29, 'end': 39, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-125911726,-1220120635
"Literally wrote about LIBERAL -JOHN DOE- today as being accused w/o evidence. And <OTHER TARGET 1> admitted the allegations were true, dumb fuck. But talk abt Fox but ... things. 👍🏻","{'tweet_id': '929164982444609536', 'mask_map': {'<TARGET 1>': 'Louis Ck', '<TARGET 2>': 'Jeremy Piven'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Jeremy Piven'}","[{'start': 30, 'end': 40, 'label': 'TARGET', 'target': '<TARGET 2>'}]",0,[0],496454939,-1639089555
"""-JOHN DOE-"" Why does not the man usually report the woman in case of harassment?","{'tweet_id': '925792959454416897', 'mask_map': {'<TARGET 1>': 'Dustin Hoffman'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Dustin Hoffman'}","[{'start': 1, 'end': 11, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-692328149,-1144051211
I'll bet you 45 liked having -JOHN DOE- as a side kick because Mark makes Don look more handsome in comparison. URL,"{'tweet_id': '923575037441003520', 'mask_map': {'<TARGET 1>': 'Mark Halperin'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Mark Halperin'}","[{'start': 29, 'end': 39, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-1900327300,-85963663
"-JOHN DOE-’s behavior is unacceptable, and he must resign immediately. No one should be made to feel unsafe by unwanted sexual advances, period. #copolitics","{'tweet_id': '929120074157273088', 'mask_map': {'<TARGET 1>': 'Steve Lebsock'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Steve Lebsock'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-524252151,-213991853
<OTHER TARGET 1>..-JOHN DOE-..a drop in the Hollywood bucket..wait until our corrupt politicians and corporate executives get some shine too,"{'tweet_id': '922143190731419648', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'James Toback'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'James Toback'}","[{'start': 18, 'end': 28, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],-1222995940,-1655486040
"Re: -JOHN DOE-'s cynical maneuver, Was Jim McGreevy the 1st to try that? (Remember ""I am a gay American"") Or did someone else invent it?","{'tweet_id': '925017650073423873', 'mask_map': {'<TARGET 1>': 'Kevin Spacey'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Kevin Spacey'}","[{'start': 4, 'end': 14, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1391694130,-1630068320
Me to aly about usag/-JOHN DOE- URL,"{'tweet_id': '928975159243038720', 'mask_map': {'<TARGET 1>': 'Larry Nassar'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Larry Nassar'}","[{'start': 21, 'end': 31, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-549339782,-1940987052
"So @popbitch says #NicoleKidman asked #-JOHN DOE- on #Dogtown how to make him like her. His answer? ""Fuck me and give me all your money.""'","{'tweet_id': '921046426498498561', 'mask_map': {'<TARGET 1>': 'Lars Von Trier'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Lars Von Trier'}","[{'start': 39, 'end': 49, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1744790948,1119106518
TV ratings are down 25% ! Get those employees (players) off their knees (before -JOHN DOE- stops by). 🤪🤣,"{'tweet_id': '925187449785110530', 'mask_map': {'<TARGET 1>': 'Kevin Spacey'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Kevin Spacey'}","[{'start': 80, 'end': 90, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],2076686912,1938372170
"<OTHER TARGET 3>, -JOHN DOE-, <OTHER TARGET 2> all the latest on the #SexualAbuse list. Hollywood is unraveling. But #Pedogate persists.","{'tweet_id': '926238339035828224', 'mask_map': {'<TARGET 1>': 'Danny Masterson', '<TARGET 2>': 'Brett Ratner', '<TARGET 3>': 'Jeremy Piven'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Danny Masterson'}","[{'start': 18, 'end': 28, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],342305975,1791019328
"Literally, -JOHN DOE-. I thought you'd be happy.","{'tweet_id': '925515618538815488', 'mask_map': {'<TARGET 1>': 'Jeremy Piven'}, 'pattern_match': False, 'target_label': '<TARGET 1>', 'target': 'Jeremy Piven'}","[{'start': 11, 'end': 21, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],1070147909,888919028
It looks like -JOHN DOE- is going to get taken behind the woodshed too. Can't wait. They deserve it.,"{'tweet_id': '918466105450160128', 'mask_map': {'<TARGET 1>': 'Ben Affleck'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Ben Affleck'}","[{'start': 14, 'end': 24, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1556241636,-380054006
"Noted social media wizard, -JOHN DOE-. URL","{'tweet_id': '923996123999633414', 'mask_map': {'<TARGET 1>': 'Ken Baker'}, 'target_label': '<TARGET 1>', 'target': 'Ken Baker'}","[{'start': 27, 'end': 37, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],1098159806,-739055552
i’m so so proud of the 19 insanely brave people that came out against -JOHN DOE- #Fire-JOHN DOE-,"{'tweet_id': '929394497858953217', 'mask_map': {'<TARGET 1>': 'Andrew Kreisberg'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Andrew Kreisberg'}","[{'start': 70, 'end': 80, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1432619556,-867233415
-JOHN DOE- has no idea as keeper. Stay on your line #AUSvIRE,"{'tweet_id': '929602263022104577', 'mask_map': {'<TARGET 1>': 'Gary Goddard'}, 'pattern_match': False, 'target_label': '<TARGET 1>', 'target': 'Gary Goddard'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-1325727404,887117262
Now allegations against -JOHN DOE- for groping and sexual harrassment....anyone else loving the demise of Hollywood as much as I am URL,"{'tweet_id': '918120401309519872', 'mask_map': {'<TARGET 1>': 'Ben Affleck'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Ben Affleck'}","[{'start': 24, 'end': 34, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],400513160,-1137365467
"Bill Cosby, then <OTHER TARGET 3>, then <OTHER TARGET 1>... Is this some kind of real-life #13ReasonsWhy? -JOHN DOE-, welcome to your tape.","{'tweet_id': '924833573839998976', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'Kevin Spacey', '<TARGET 3>': 'Tyler Grasham'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Kevin Spacey'}","[{'start': 106, 'end': 116, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],1525696356,-490303083
Mr. @terrycrews WAS sexually assaulted so enuf with the insulting headlines. No one's fooled by what #-JOHN DOE- might claim his intentions were.,"{'tweet_id': '926637340461641728', 'mask_map': {'<TARGET 1>': 'Adam Venit'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Adam Venit'}","[{'start': 102, 'end': 112, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1732570253,-1418777266
<OTHER TARGET 2> -JOHN DOE- <OTHER TARGET 3> Tariq Ramadan ça commence à faire beaucoup,"{'tweet_id': '928548935005818880', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'Robert Knepper', '<TARGET 3>': 'Ed Westwick'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Harvey Weinstein'}","[{'start': 17, 'end': 27, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-685177180,531081633
There were lots of stories of -JOHN DOE- being a scumbag for a while before this. It’s not a corollary.,"{'tweet_id': '929777142384267264', 'mask_map': {'<TARGET 1>': 'Eddie Berganza'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Eddie Berganza'}","[{'start': 30, 'end': 40, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-611745535,-1497704403
LGBTQ: We were born this way -JOHN DOE-: Hold my beer,"{'tweet_id': '924855859947044864', 'mask_map': {'<TARGET 1>': 'Adam Venit', '<TARGET 2>': 'Kevin Spacey'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Kevin Spacey'}","[{'start': 29, 'end': 39, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],-1593994402,-588178587
"Great news. If a movie is ever made about Trump we have a large selection of actors to choose from to portray him. <OTHER TARGET 1>, -JOHN DOE-, <OTHER TARGET 2>......","{'tweet_id': '928988573931622403', 'mask_map': {'<TARGET 1>': 'Louis Ck', '<TARGET 2>': 'Kevin Spacey', '<TARGET 3>': 'Jeremy Piven'}, 'pattern_match': True, 'target_label': '<TARGET 3>', 'target': 'Jeremy Piven'}","[{'start': 133, 'end': 143, 'label': 'TARGET', 'target': '<TARGET 3>'}]",1,[1],-1861067729,-809717577
wow -JOHN DOE- got rose mcgowen's twitter shut down,"{'tweet_id': '918489932448043009', 'mask_map': {'<TARGET 1>': 'Ben Affleck'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Ben Affleck'}","[{'start': 4, 'end': 14, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],1135592597,1471912596
"-JOHN DOE- amg, o chuck bass","{'tweet_id': '927940383786635264', 'mask_map': {'<TARGET 1>': 'Ed Westwick'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Ed Westwick'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],129941867,1539925110
